Name,Country,Position,Age,Team_from,Team_to,League_from,Season,Window, Fee ( Euros Mn) , Transfer Rating 
Michael Chopra,England,CF,23,Cardiff,Sunderland,Championship,2007-2008,Summer, 7.50 , 6.21 
Yossi Benayoun,Israel,RW,27,West Ham,Liverpool,Premier League,2007-2008,Summer, 7.30 , 6.74 
Martin Petrov,Bulgaria,LW,28,Atlético Madrid,City,La Liga,2007-2008,Summer, 7.00 , 6.22 
Lassana Diarra,France,DM,22,Arsenal,Portsmouth,Premier League,2007-2008,Winter, 7.00 , 7.28 
Felipe Caicedo,Ecuador,CF,19,FC Basel,City,Swiss Super League,2007-2008,Winter, 7.00 , 6.06 
Jason Koumas,Wales,AM,27,West Brom,Wigan,Championship,2007-2008,Summer, 6.90 , 5.22 
Fabrice Muamba,England,CM,19,Arsenal,Birmingham,Premier League,2007-2008,Summer, 6.00 , 6.05 
Andy Reid,Ireland,LM,25,Charlton,Sunderland,Championship,2007-2008,Winter, 6.00 , 5.61 
Phil Jagielka,England,CB,24,Sheffiled,Everton,Championship,2007-2008,Summer, 6.00 , 7.18 
Gary Cahill,England,CB,22,Villa,Bolton,Premier League,2007-2008,Winter, 6.00 , 7.26 
Steven Davis,Northern Ireland,CM,22,Villa,Fulham,Premier League,2007-2008,Summer, 5.90 , 6.72 
Juliano Belletti,Brazil,RB,31,Barcelona,Chelsea,La Liga,2007-2008,Summer, 5.50 , 6.31 
Marlon Harewood,England,CF,27,West Ham,Villa,Premier League,2007-2008,Summer, 5.50 , 5.78 
Glen Johnson,England,RB,22,Chelsea,Portsmouth,Premier League,2007-2008,Summer, 5.50 , 7.10 
Gelson Fernandes,Switzerland,DM,20,FC Sion,City,Swiss Super League,2007-2008,Summer, 5.50 , 6.03 
Grétar Steinsson,Iceland,RB,25,AZ Alkmaar,Bolton,Eredivisie,2007-2008,Winter, 5.25 , 6.22 
Robert Earnshaw,Wales,CF,26,Norwich,Derby,Championship,2007-2008,Summer, 5.20 , 5.02 
Benjani,Zimbabwe,CF,29,Portsmouth,City,Premier League,2007-2008,Winter, 5.20 , 5.38 
Greg Halford,England,CB,22,Reading,Sunderland,Premier League,2007-2008,Summer, 5.20 , 5.19 
Papa Bouba Diop,Senegal,DM,29,Fulham,Portsmouth,Premier League,2007-2008,Summer, 5.00 , 7.07 
Roque Santa Cruz,Paraguay,CF,25,Bayern Munich ,Blackburn,Bundesliga,2007-2008,Summer, 5.00 , 7.26 
Matthew Taylor,England,LM,26,Portsmouth,Bolton,Premier League,2007-2008,Winter, 4.70 , 7.18 
Zat Knight,England,CB,27,Fulham,Villa,Premier League,2007-2008,Summer, 4.70 , 6.72 
Freddie Ljungberg,Sweden,AM,30,Arsenal,West Ham,Premier League,2007-2008,Summer, 4.50 , 6.08 
Kenny Miller,Scotland,CF,27,Celtic,Derby,Premier League,2007-2008,Summer, 4.50 , 5.79 
Hameur Bouazza,Algeria,RW,22,Watford,Fulham,Championship,2007-2008,Summer, 4.50 , 6.16 
Claude Davis,Jamaica,CB,28,Sheffiled,Derby,Championship,2007-2008,Summer, 4.50 , 5.60 
Chris Baird,Northern Ireland,DM,25,Southampton,Fulham,Championship,2007-2008,Summer, 4.50 , 6.88 
Franco Di Santo,Argentina,CF,18,Audax Italiano,Chelsea, Chile,2007-2008,Winter, 4.50 , 5.19 
Lukasz Fabianski,Poland,GK,22,Legia Warszawa,Arsenal,Ekstraklasa,2007-2008,Summer, 4.35 , 6.01 
David Rozehnal,Czech Republic,CB,27,Paris SG,Newcastle,Ligue 1,2007-2008,Summer, 4.30 , 5.39 
Tomasz Kuszczak,Poland,GK,25,West Brom,United,Championship,2007-2008,Winter, 4.30 , 5.33 
Leon Andreasen,Denmark,CM,24,Werder Bremen,Fulham,Bundesliga,2007-2008,Winter, 4.30 , 5.61 
Tim Howard,United States,GK,28,United,Everton,Premier League,2007-2008,Winter, 4.20 , 7.53 
Garry O'Connor,Scotland,CF,24,Loko Moscow,Birmingham,Russian Premier League,2007-2008,Summer, 4.00 , 6.27 
Marlon King,Jamaica,CF,27,Watford,Wigan,Championship,2007-2008,Winter, 4.00 , 5.21 
Robinho,Brazil,LW,24,Real Madrid,City,La Liga,2008-2009,Summer, 43.00 , 6.22 
Dimitar Berbatov,Bulgaria,CF,27,Spurs,United,Premier League,2008-2009,Summer, 38.00 , 7.39 
Robbie Keane,Ireland,CF,28,Spurs,Liverpool,Premier League,2008-2009,Winter, 24.00 , 7.02 
Jô,Brazil,CF,21,CSKA Moscow,City,Premier Liga,2008-2009,Summer, 24.00 , 5.27 
Javier Mascherano,Argentina,DM,24,West Ham,Liverpool,Premier League,2008-2009,Winter, 22.50 , 7.77 
David Bentley,England,RM,23,Blackburn,Spurs,Premier League,2008-2009,Summer, 22.00 , 5.39 
Marouane Fellaini,Belgium,CM,20,Standard Liège,Everton,Jupiler Pro League,2008-2009,Summer, 21.76 , 7.58 
Luka Modric,Croatia,CM,22,Dinamo Zagreb,Spurs,HNL,2008-2009,Summer, 21.00 , 7.72 
Bosingwa,Portugal,RB,25,FC Porto,Chelsea,Liga NOS,2008-2009,Summer, 20.50 , 7.18 
Nigel de Jong,Netherlands,DM,24,Hamburger SV,City,Bundesliga,2008-2009,Winter, 18.00 , 7.26 
Roman Pavlyuchenko,Russia,CF,26,Spartak Moscow,Spurs,Premier Liga,2008-2009,Summer, 17.40 , 6.62 
Robbie Keane,Ireland,CF,28,Liverpool,Spurs,Premier League,2008-2009,Winter, 16.70 , 7.01 
Andrey Arshavin,Russia,SS,27,Zenit S-Pb,Arsenal,Premier Liga,2008-2009,Winter, 16.50 , 6.80 
Jermain Defoe,England,CF,26,Portsmouth,Spurs,Premier League,2008-2009,Winter, 16.40 , 7.41 
Samir Nasri,France,LW,21,Marseille,Arsenal,Ligue 1,2008-2009,Summer, 16.00 , 7.24 
Craig Bellamy,Wales,LW,29,West Ham,City,Premier League,2008-2009,Winter, 15.50 , 6.82 
James Milner,England,CM,22,Newcastle,Villa,Premier League,2008-2009,Summer, 15.00 , 7.19 
Wilson Palacios,Honduras,DM,24,Wigan,Spurs,Premier League,2008-2009,Winter, 15.00 , 7.08 
Vedran Corluka,Croatia,CB,22,City,Spurs,Premier League,2008-2009,Summer, 13.75 , 6.79 
Peter Crouch,England,CF,27,Liverpool,Portsmouth,Premier League,2008-2009,Summer, 13.70 , 7.05 
Andy Johnson,England,CF,27,Everton,Fulham,Premier League,2008-2009,Summer, 13.30 , 6.24 
Fabricio Coloccini,Argentina,CB,26,Deportivo,Newcastle,La Liga,2008-2009,Summer, 13.00 , 7.28 
Wayne Bridge,England,LB,28,Chelsea,City,Premier League,2008-2009,Winter, 13.00 , 6.77 
Johan Elmander,Sweden,CF,27,Toulouse,Bolton,Ligue 1,2008-2009,Summer, 12.60 , 6.83 
Shaun Wright-Phillips,England,RW,26,Chelsea,City,Premier League,2008-2009,Summer, 11.25 , 6.72 
Deco,Portugal,AM,30,Barcelona,Chelsea,La Liga,2008-2009,Summer, 10.00 , 6.61 
Carlos Cuéllar,Spain,CB,26,Rangers,Villa,SPL,2008-2009,Summer, 10.00 , 6.75 
Anton Ferdinand,England,CB,23,West Ham,Sunderland,Premier League,2008-2009,Summer, 10.00 , 5.72 
Curtis Davies,England,CB,23,West Brom,Villa,Premier League,2008-2009,Summer, 10.00 , 6.17 
Albert Riera,Spain,LW,26,Espanyol,Liverpool,La Liga,2008-2009,Summer, 9.80 , 6.10 
Shay Given,Ireland,GK,32,Newcastle,City,Premier League,2008-2009,Winter, 9.00 , 6.85 
Heurelho Gomes,Brazil,GK,27,PSV Eindhoven,Spurs,Eredivisie,2008-2009,Summer, 9.00 , 6.73 
Andrea Dossena,Italy,LM,26,Udinese Calcio,Liverpool,Serie A,2008-2009,Summer, 9.00 , 5.38 
Pablo Zabaleta,Argentina,RB,23,Espanyol,City,La Liga,2008-2009,Summer, 8.70 , 7.79 
Vincent Kompany,Belgium,CB,22,Hamburger SV,City,Bundesliga,2008-2009,Summer, 8.50 , 8.08 
Savio Nsereko,Germany,RW,19,Brescia,West Ham,Serie B,2008-2009,Summer, 8.50 , 5.26 
Dave Kitson,England,CF,28,Reading,Stoke,Championship,2008-2009,Summer, 7.00 , 5.22 
Zoran Tosic,Serbia,RW,21,Partizan,United,SuperLiga,2008-2009,Winter, 7.00 , 5.15 
Charles N'Zogbia,France,RW,22,Newcastle,Wigan,Premier League,2008-2009,Winter, 6.40 , 7.07 
Aaron Ramsey,Wales,CM,17,Cardiff,Arsenal,Championship,2008-2009,Summer, 6.40 , 7.68 
Fabrice Muamba,England,CM,20,Birmingham,Bolton,Championship,2008-2009,Summer, 6.40 , 6.16 
Tal Ben Haim,Israel,CB,26,Chelsea,City,Premier League,2008-2009,Summer, 6.40 , 5.31 
Valon Behrami,Switzerland,DM,23,Lazio,West Ham,Serie A,2008-2009,Summer, 6.30 , 6.55 
Steve Sidwell,England,CM,25,Chelsea,Villa,Premier League,2008-2009,Summer, 6.30 , 6.49 
Younès Kaboul,France,CB,22,Spurs,Portsmouth,Premier League,2008-2009,Summer, 6.25 , 7.08 
Giovani dos Santos,Mexico,SS,19,Barcelona,Spurs,La Liga,2008-2009,Summer, 6.00 , 5.38 
Borja Valero,Spain,CM,23,RCD Mallorca,West Brom,La Liga,2008-2009,Summer, 5.90 , 5.26 
Jonás Gutiérrez,Argentina,LM,25,RCD Mallorca,Newcastle,La Liga,2008-2009,Summer, 5.80 , 7.54 
Xisco,Spain,CF,22,Deportivo,Newcastle,La Liga,2008-2009,Summer, 5.68 , 5.16 
George McCartney,Northern Ireland,LB,27,West Ham,Sunderland,Premier League,2008-2009,Summer, 5.50 , 5.30 
Jimmy Bullard,England,CM,30,Fulham,Hull,Premier League,2008-2009,Winter, 5.30 , 6.77 
Steed Malbranque,France,CM,28,Spurs,Sunderland,Premier League,2008-2009,Summer, 5.00 , 6.92 
Didier Digard,France,DM,21,Paris SG,Middlesbrough,Ligue 1,2008-2009,Summer, 5.00 , 5.39 
Hugo Rodallega,Columbia,CF,23,Necaxa,Wigan,Liga MX Clausura,2008-2009,Winter, 4.80 , 7.03 
Kevin Nolan,England,AM,26,Bolton,Newcastle,Premier League,2008-2009,Winter, 4.50 , 7.52 
Nadir Belhadj,Algeria,LB,26,Lens,Portsmouth,Ligue 2,2008-2009,Winter, 4.50 , 6.47 
Nicky Shorey,England,LB,27,Reading,Villa,Championship,2008-2009,Summer, 4.40 , 5.57 
Paul Robinson,England,GK,28,Spurs,Blackburn,Premier League,2008-2009,Summer, 4.40 , 7.13 
Olivier Kapo,France,AM,27,Birmingham,Wigan,Championship,2008-2009,Summer, 4.40 , 5.45 
Lee Cattermole,England,DM,20,Middlesbrough,Wigan,Premier League,2008-2009,Summer, 4.40 , 6.94 
Danny Guthrie,England,CM,21,Liverpool,Newcastle,Premier League,2008-2009,Summer, 4.30 , 6.62 
Bobby Zamora,England,CF,27,West Ham,Fulham,Premier League,2008-2009,Summer, 4.10 , 7.03 
Scott Carson,England,GK,22,Liverpool,West Brom,Premier League,2008-2009,Summer, 4.00 , 6.89 
Vince Grella,Australia,CM,28,Torino,Blackburn,Serie A,2008-2009,Summer, 4.00 , 5.37 
Gianni Zuiverloon,Netherlands,CB,21,Heerenveen,West Brom,Eredivisie,2008-2009,Summer, 4.00 , 6.51 
James Beattie,England,CF,30,Sheffiled,Stoke,Championship,2008-2009,Winter, 4.00 , 6.27 
Marvin Emnes,Netherlands,CF,20,Sparta R.,Middlesbrough,Eredivisie,2008-2009,Summer, 4.00 , 6.35 
Seyi Olofinjana,Nigeria,CM,28,Wolves,Stoke,Championship,2008-2009,Summer, 3.80 , 6.82 
John Paintsil,Ghana,RB,27,West Ham,Fulham,Premier League,2008-2009,Summer, 3.80 , 7.02 
Justin Hoyte,Trindad and Tobago,RB,23,Arsenal,Middlesbrough,Premier League,2008-2009,Summer, 3.80 , 6.33 
Emmanuel Adebayor,Togo,CF,25,Arsenal,City,Premier League,2009-2010,Summer, 29.00 , 6.87 
Carlos Tévez,Argentina,SS,25,West Ham,City,Premier League,2009-2010,Summer, 29.00 , 7.85 
Joleon Lescott,England,CB,27,Everton,City,Premier League,2009-2010,Summer, 27.50 , 7.42 
Roque Santa Cruz,Paraguay,CF,27,Blackburn,City,Premier League,2009-2010,Summer, 21.20 , 5.61 
Yuri Zhirkov,Russia,LM,25,CSKA Moscow,Chelsea,Premier Liga,2009-2010,Summer, 21.00 , 5.73 
Glen Johnson,England,RB,24,Portsmouth,Liverpool,Premier League,2009-2010,Summer, 20.50 , 7.05 
Alberto Aquilani,Italy,CM,25,AS Roma,Liverpool,Serie A,2009-2010,Summer, 20.00 , 5.21 
Antonio Valencia,Ecuador,RB,23,Wigan,United,Premier League,2009-2010,Summer, 18.90 , 7.08 
Kolo Touré,Ivory Coast,CB,28,Arsenal,City,Premier League,2009-2010,Summer, 18.70 , 7.01 
Gareth Barry,England,DM,28,Villa,City,Premier League,2009-2010,Summer, 13.90 , 7.26 
Michael Turner,England,CB,25,Hull,Sunderland,Premier League,2009-2010,Summer, 13.60 , 6.28 
Stewart Downing,England,LM,25,Middlesbrough,Villa,Championship,2009-2010,Summer, 13.00 , 7.04 
Thomas Vermaelen,Belgium,CB,23,AFC Ajax,Arsenal,Eredivisie,2009-2010,Summer, 12.00 , 7.29 
Darren Bent,England,CF,25,Spurs,Sunderland,Premier League,2009-2010,Summer, 11.80 , 7.73 
Peter Crouch,England,CF,28,Portsmouth,Spurs,Premier League,2009-2010,Summer, 10.50 , 6.60 
Diniyar Bilyaletdinov,Russia,AM,24,Loko Moscow,Everton,Premier Liga,2009-2010,Summer, 10.00 , 6.09 
Fabian Delph,England,CM,19,Leeds,Villa,League One,2009-2010,Summer, 9.50 , 7.04 
Sébastien Bassong,Cameroon,CB,23,Newcastle,Spurs,Championship,2009-2010,Summer, 9.30 , 6.17 
Stephen Warnock,England,LB,27,Blackburn,Villa,Premier League,2009-2010,Summer, 9.00 , 6.36 
Adam Johnson,England,RW,22,Middlesbrough,City,Championship,2009-2010,Summer, 8.00 , 6.82 
Kevin Doyle,Ireland,CF,25,Reading,Wolves,Championship,2009-2010,Summer, 7.60 , 6.92 
Daniel Sturridge,England,CF,19,City,Chelsea,Premier League,2009-2010,Summer, 7.25 , 6.53 
Nikola Kalinic,Croatia,CF,21,Hajduk Split,Blackburn,HNL,2009-2010,Summer, 7.00 , 5.28 
Robert Huth,Germany,CB,24,Middlesbrough,Stoke,Championship,2009-2010,Summer, 7.00 , 7.13 
Lee Cattermole,England,DM,21,Wigan,Sunderland,Premier League,2009-2010,Summer, 7.00 , 7.11 
Richard Dunne,Ireland,CB,29,City,Villa,Premier League,2009-2010,Summer, 6.80 , 6.84 
Johnny Heitinga,Netherlands,CB,25,Atlético Madrid,Everton,La Liga,2009-2010,Summer, 6.80 , 6.95 
Alessandro Diamanti,Italy,SS,26,AS Livorno,West Ham,Serie A,2009-2010,Summer, 6.80 , 6.57 
Sylvain Distin,France,CB,31,Portsmouth,Everton,Premier League,2009-2010,Summer, 6.50 , 7.28 
Younès Kaboul,France,CB,24,Portsmouth,Spurs,Premier League,2009-2010,Winter, 5.90 , 6.88 
Roger Johnson,England,CB,26,Cardiff,Birmingham,Championship,2009-2010,Summer, 5.90 , 7.05 
Kyle Naughton,England,RB,20,Sheffiled,Spurs,Championship,2009-2010,Summer, 5.90 , 5.51 
Kyle Walker,England,RB,19,Sheffiled,Spurs,Championship,2009-2010,Summer, 5.90 , 7.72 
Lorik Cana,Albania,CB,25,Marseille,Sunderland,Ligue 1,2009-2010,Summer, 5.80 , 6.78 
Tuncay Sanli,Turkey,LW,27,Middlesbrough,Stoke,Championship,2009-2010,Summer, 5.70 , 6.73 
James McCarthy,Scotland,CM,18,Hamilton Acad.,Wigan,Premier League,2009-2010,Summer, 5.10 , 7.05 
Zat Knight,England,CB,29,Villa,Bolton,Premier League,2009-2010,Summer, 4.70 , 7.12 
Steven Fletcher,Scotland,CF,22,Hibernian FC,Burnley,Premier League,2009-2010,Summer, 4.70 , 6.88 
Kevin-Prince Boateng,Ghana,CM,22,Spurs,Portsmouth,Premier League,2009-2010,Summer, 4.50 , 6.79 
Mame Diouf,Senegal,CF,21,Molde FK,United,Eliteserien,2009-2010,Summer, 4.50 , 5.62 
Fraizer Campbell,England,CF,21,United,Sunderland,Premier League,2009-2010,Summer, 4.10 , 6.31 
Damien Duff,Ireland,RM,30,Newcastle,Fulham,Championship,2009-2010,Summer, 4.00 , 6.55 
Stephen Hunt,Ireland,LM,28,Reading,Hull,Championship,2009-2010,Summer, 4.00 , 6.82 
Gabriel Obertan,France,RW,20,G. Bordeaux,United,Ligue 1,2009-2010,Summer, 4.00 , 5.28 
Gaël Givet,France,CB,27,Marseille,Blackburn,Ligue 1,2009-2010,Summer, 4.00 , 6.83 
Scott Dann,England,CB,22,Coventry,Birmingham,Championship,2009-2010,Summer, 4.00 , 6.32 
Radoslav Kovac,Czech Republic,CB,29,Spartak Moscow,West Ham,Premier Liga,2009-2010,Summer, 3.80 , 5.89 
Asmir Begovic,Bosnia & Herzegovina,GK,22,Portsmouth,Stoke,Premier League,2009-2010,Winter, 3.75 , 7.03 
Hérita Ilunga,DR Congo,LB,27,Toulouse,West Ham,Ligue 1,2009-2010,Summer, 3.50 , 6.44 
Dean Whitehead,England,CM,27,Sunderland,Stoke,Premier League,2009-2010,Summer, 3.50 , 6.71 
Seyi Olofinjana,Nigeria,CM,29,Stoke,Hull,Premier League,2009-2010,Summer, 3.50 , 6.36 
Craig Gardner,England,CM,23,Villa,Birmingham,Premier League,2009-2010,Winter, 3.50 , 7.08 
Míchel,Spain,CM,24,Sporting Gijón,Birmingham,La Liga,2009-2010,Winter, 3.30 , 5.20 
Fernando Torres,Spain,CF,26,Liverpool,Chelsea,Premier League,2010-2011,Winter, 58.50 , 5.72 
Andy Carroll,England,CF,22,Newcastle,Liverpool,Premier League,2010-2011,Winter, 41.00 , 5.48 
Edin Dzeko,Bosnia & Herzegovina,CF,24,VfL Wolfsburg,City,Bundesliga,2010-2011,Winter, 37.00 , 7.73 
Yaya Touré,Ivory Coast,CM,27,Barcelona,City,La Liga,2010-2011,Summer, 30.00 , 8.09 
Mario Balotelli,Italy,CF,20,Inter,City,Serie A,2010-2011,Summer, 29.50 , 7.23 
David Silva,Spain,AM,24,Valencia CF,City,La Liga,2010-2011,Summer, 28.75 , 8.11 
Luis Suárez,Uruguay,CF,24,AFC Ajax,Liverpool,Eredivisie,2010-2011,Winter, 26.50 , 7.99 
David Luiz,Brazil,CB,23,Benfica,Chelsea,Liga NOS,2010-2011,Winter, 25.00 , 7.69 
Aleksandar Kolarov,Serbia,LB,24,Lazio,City,Serie A,2010-2011,Summer, 23.86 , 7.58 
James Milner,England,CM,24,Villa,City,Premier League,2010-2011,Summer, 22.00 , 7.42 
Ramires,Brazil,CM,23,Benfica,Chelsea,Liga NOS,2010-2011,Summer, 22.00 , 7.37 
Darren Bent,England,CF,26,Sunderland,Villa,Premier League,2010-2011,Winter, 21.50 , 7.11 
Asamoah Gyan,Ghana,CF,24,Stade Rennais,Sunderland,Ligue 1,2010-2011,Summer, 16.00 , 6.84 
Raúl Meireles,Portugal,CM,27,FC Porto,Liverpool,Liga NOS,2010-2011,Summer, 13.00 , 6.58 
Jérôme Boateng,Germany,CB,21,Hamburger SV,City,Bundesliga,2010-2011,Summer, 12.50 , 5.30 
Laurent Koscielny,France,CB,24,FC Lorient,Arsenal,Ligue 1,2010-2011,Summer, 12.50 , 7.16 
Rafael van der Vaart,Netherlands,AM,27,Real Madrid,Spurs,La Liga,2010-2011,Summer, 10.50 , 7.58 
Sandro,Brazil,DM,21,Internacional,Spurs,Série A,2010-2011,Summer, 10.00 , 7.03 
Stephen Ireland,Ireland,AM,24,City,Villa,Premier League,2010-2011,Summer, 9.70 , 5.79 
Kenwyne Jones,Trindad and Tobago,CF,25,Sunderland,Stoke,Premier League,2010-2011,Summer, 9.70 , 6.82 
Bebé,Portugal,LW,20,Vit. Guimarães,United,Liga NOS,2010-2011,Summer, 8.80 , 4.95 
Chris Smalling,England,CB,20,Fulham,United,Premier League,2010-2011,Summer, 8.00 , 6.62 
Chicharito,Mexico,CF,22,Chivas,United,Liga MX Clausura,2010-2011,Summer, 7.50 , 7.57 
